itemLabel,genderLabel,summary,new_occ
Walter Pitts,male,"Walter Harry Pitts, Jr. (23 April 1923 – 14 May 1969) was a logician who worked in the field of computational neuroscience.  He proposed landmark theoretical formulations of neural activity and generative processes that influenced diverse fields such as cognitive sciences and psychology, philosophy, neurosciences, computer science, artificial neural networks, cybernetics and artificial intelligence, together with what has come to be known as the generative sciences. He is best remembered for having written along with Warren McCulloch, a seminal paper in scientific history, titled ""A Logical Calculus of Ideas Immanent in Nervous Activity"" (1943). This paper proposed the first mathematical model of a neural network. The unit of this model, a simple formalized neuron, is still the standard of reference in the field of neural networks. It is often called a McCulloch–Pitts neuron.  Prior to that paper, he formalized his ideas regarding the fundamental steps to building a Turing machine in ""The Bulletin of Mathematical Biophysics"" in an essay titled ""Some observations on the simple neuron circuit"".

", philosopher
Walter Pitts,male,"Walter Harry Pitts, Jr. (23 April 1923 – 14 May 1969) was a logician who worked in the field of computational neuroscience.  He proposed landmark theoretical formulations of neural activity and generative processes that influenced diverse fields such as cognitive sciences and psychology, philosophy, neurosciences, computer science, artificial neural networks, cybernetics and artificial intelligence, together with what has come to be known as the generative sciences. He is best remembered for having written along with Warren McCulloch, a seminal paper in scientific history, titled ""A Logical Calculus of Ideas Immanent in Nervous Activity"" (1943). This paper proposed the first mathematical model of a neural network. The unit of this model, a simple formalized neuron, is still the standard of reference in the field of neural networks. It is often called a McCulloch–Pitts neuron.  Prior to that paper, he formalized his ideas regarding the fundamental steps to building a Turing machine in ""The Bulletin of Mathematical Biophysics"" in an essay titled ""Some observations on the simple neuron circuit"".

", psychologist
Walter Pitts,male,"Walter Harry Pitts, Jr. (23 April 1923 – 14 May 1969) was a logician who worked in the field of computational neuroscience.  He proposed landmark theoretical formulations of neural activity and generative processes that influenced diverse fields such as cognitive sciences and psychology, philosophy, neurosciences, computer science, artificial neural networks, cybernetics and artificial intelligence, together with what has come to be known as the generative sciences. He is best remembered for having written along with Warren McCulloch, a seminal paper in scientific history, titled ""A Logical Calculus of Ideas Immanent in Nervous Activity"" (1943). This paper proposed the first mathematical model of a neural network. The unit of this model, a simple formalized neuron, is still the standard of reference in the field of neural networks. It is often called a McCulloch–Pitts neuron.  Prior to that paper, he formalized his ideas regarding the fundamental steps to building a Turing machine in ""The Bulletin of Mathematical Biophysics"" in an essay titled ""Some observations on the simple neuron circuit"".

", mathematician
Spencer Williams,male,"Spencer Williams (October 14, 1889 – July 14, 1965) was an American jazz and popular music composer, pianist, and singer. He is best known for his hit songs ""Basin Street Blues"", ""I Ain't Got Nobody"", ""Royal Garden Blues"", ""I've Found a New Baby"", ""Everybody Loves My Baby"", ""Tishomingo Blues"", and many others.",film actor
Spencer Williams,male,"Spencer Williams (October 14, 1889 – July 14, 1965) was an American jazz and popular music composer, pianist, and singer. He is best known for his hit songs ""Basin Street Blues"", ""I Ain't Got Nobody"", ""Royal Garden Blues"", ""I've Found a New Baby"", ""Everybody Loves My Baby"", ""Tishomingo Blues"", and many others.", television actor
Spencer Williams,male,"Spencer Williams (October 14, 1889 – July 14, 1965) was an American jazz and popular music composer, pianist, and singer. He is best known for his hit songs ""Basin Street Blues"", ""I Ain't Got Nobody"", ""Royal Garden Blues"", ""I've Found a New Baby"", ""Everybody Loves My Baby"", ""Tishomingo Blues"", and many others.", film director
Spencer Williams,male,"Spencer Williams (October 14, 1889 – July 14, 1965) was an American jazz and popular music composer, pianist, and singer. He is best known for his hit songs ""Basin Street Blues"", ""I Ain't Got Nobody"", ""Royal Garden Blues"", ""I've Found a New Baby"", ""Everybody Loves My Baby"", ""Tishomingo Blues"", and many others.", stage actor
Spencer Williams,male,"Spencer Williams (October 14, 1889 – July 14, 1965) was an American jazz and popular music composer, pianist, and singer. He is best known for his hit songs ""Basin Street Blues"", ""I Ain't Got Nobody"", ""Royal Garden Blues"", ""I've Found a New Baby"", ""Everybody Loves My Baby"", ""Tishomingo Blues"", and many others.", actor
Spencer Williams,male,"Spencer Williams (October 14, 1889 – July 14, 1965) was an American jazz and popular music composer, pianist, and singer. He is best known for his hit songs ""Basin Street Blues"", ""I Ain't Got Nobody"", ""Royal Garden Blues"", ""I've Found a New Baby"", ""Everybody Loves My Baby"", ""Tishomingo Blues"", and many others.", screenwriter
Forrest Stanley,male,"Forrest Stanley (August 21, 1889 – August 27, 1969) was an American actor and screenplay writer best known for his work in silent film. He is particularly known for his role as Charles Brandon in the historical film When Knighthood Was in Flower (1922) by Robert G. Vignola and Charles Wilder in the murder mystery film The Cat and the Canary (1927) directed by Paul Leni.",film actor
Forrest Stanley,male,"Forrest Stanley (August 21, 1889 – August 27, 1969) was an American actor and screenplay writer best known for his work in silent film. He is particularly known for his role as Charles Brandon in the historical film When Knighthood Was in Flower (1922) by Robert G. Vignola and Charles Wilder in the murder mystery film The Cat and the Canary (1927) directed by Paul Leni.", actor
Forrest Stanley,male,"Forrest Stanley (August 21, 1889 – August 27, 1969) was an American actor and screenplay writer best known for his work in silent film. He is particularly known for his role as Charles Brandon in the historical film When Knighthood Was in Flower (1922) by Robert G. Vignola and Charles Wilder in the murder mystery film The Cat and the Canary (1927) directed by Paul Leni.", screenwriter
Sigrid Gurie,female,"Sigrid Gurie (born Sigrid Guri Haukelid, May 18, 1911 – August 14, 1969) was an American actress from the late 1930s to early 1940s.",visual artist
Sigrid Gurie,female,"Sigrid Gurie (born Sigrid Guri Haukelid, May 18, 1911 – August 14, 1969) was an American actress from the late 1930s to early 1940s.", actor
Sigrid Gurie,female,"Sigrid Gurie (born Sigrid Guri Haukelid, May 18, 1911 – August 14, 1969) was an American actress from the late 1930s to early 1940s.", screenwriter
Walter Edmond Clyde Todd,male,"Walter Edmond Clyde Todd (Smithfield, Ohio, September 6, 1874 – June 25, 1969) was an American ornithologist who worked at the Carnegie Museum. He collected specimens mainly in the arctic zone and was the author of several books.",ornithologist
Walter Edmond Clyde Todd,male,"Walter Edmond Clyde Todd (Smithfield, Ohio, September 6, 1874 – June 25, 1969) was an American ornithologist who worked at the Carnegie Museum. He collected specimens mainly in the arctic zone and was the author of several books.", zoologist
William S. Sadler,male,"William Samuel Sadler (June 24, 1875 – April 26, 1969) was an American surgeon, self-trained psychiatrist, and author who helped publish The Urantia Book. The book is said to have resulted from Sadler's relationship with a man through whom he believed celestial beings spoke at night. It drew a following of people who studied its teachings.
A native of Indiana, Sadler moved to Michigan as a teenager to work at the Battle Creek Sanitarium. There he met the physician and health-food promoter John Harvey Kellogg, co-inventor of corn flakes breakfast cereal, who became his mentor. Sadler married Kellogg's niece, Lena Celestia Kellogg, in 1897. He worked for several Christian organizations and attended medical school, graduating in 1906. Sadler practiced medicine in Chicago with his wife, who was also a physician. He joined several medical associations and taught at the McCormick Theological Seminary. Although he was a committed member of the Seventh-day Adventist Church for almost twenty years, he left the denomination after it disfellowshipped his wife's uncle in 1907. Sadler and his wife became speakers on the Chautauqua adult education circuit in 1907, and he became a highly paid, popular orator. He eventually wrote over 40 books on a variety of medical and spiritual topics advocating a holistic approach to health. Sadler extolled the value of prayer and religion but was skeptical of mediums, assisting debunker Howard Thurston, and embraced the scientific consensus on evolution.
In 1910, Sadler went to Europe and studied psychiatry for a year under Sigmund Freud. Sometime between 1906 and 1911, Sadler attempted to treat a patient with an unusual sleep condition. While the patient was sleeping he spoke to Sadler and claimed to be an extraterrestrial. Sadler spent years observing the sleeping man in an effort to explain the phenomenon, and eventually decided the man had no mental illness and that his words were genuine. The man's identity was never publicized, but speculation has focused on Sadler's brother-in-law, Wilfred Kellogg. Over the course of several years, Sadler and his assistants visited the man while he slept, conversing with him about spirituality, history, and cosmology, and asking him questions. A larger number of interested people met at Sadler's home to discuss the man's responses and to suggest additional questions. The man's words were eventually published in The Urantia Book, and the Urantia Foundation was created to assist Sadler in spreading the book's message. It is not known who wrote and edited the book, but several commentators have speculated that Sadler played a guiding role in its publication. Although it never became the basis of an organized religion, the book attracted followers who devoted themselves to its study, and the movement continued after Sadler's death.",surgeon
